,NAME,WEBSITE,INDUSTRY,PHONE
510,POIC SABAH SDN BHD,www.poic.com.my,Property/RealEstate,088272261
511,POLAND,http://www.kualalumpur.msz.gov.pl/en/root,Embassy,0321610805
512,POLARIS ENERGY SDN BHD,www.polarisenergy.com.my,Trading(Import/Export),0321817488
513,POLIKLINIK CAHAYA (PUTRAJAYA) SDN BHD,www.cahayaclinics.com,Pharmaceutical/Medical,0391019894
514,POLYDAMIC HOLDINGS SDN BHD,www.polydamic.com.my,Machinery/Equipment,055268198
515,POLYGOLD BEVERAGES SDN BHD,,Food/Beverages,067677830
516,POLYWARE SDN BHD,www.polyware.com.my,Trading(Import/Export),053232788
517,POPLOOK SDN BHD,www.poplook.com,Retail/Wholesale,062532750
518,POSCO MALAYSIA SDN BHD,www.posco-malaysia.com.my,Metal Manufactures,0331012422
519,POWERWELL INTERNATIONAL SDN BHD,www.powerwell.com.my,Electrical/Electronics,0351201208
520,P-PLUS SDN BHD,www.pplus.com.my,Automotive,045938971
521,PREMIER PLUS PROPERTY SDN BHD,www.premierplus.com.my,Property/RealEstate,075123522072230522
522,PREMIUM VEGETABLE OILS SDN BHD,www.premiumveg.com,Food/Beverages,072513880
523,PRESIDENT HOTEL SDN BHD,www.parkroyalhotels.com,Hotels/Tourism,048862101
524,PRICEWATERHOUSECOOPERS – JOHOR,www.pwc.com,Accountancy/Financial,072186000
525,PRICEWATERHOUSECOOPERS – PENANG,www.pwc.com,Accountancy/Financial,042389188
526,PRICEWATERHOUSECOOPERS PLT -PERAK,www.pwc.com,Accountancy/Financial,052549425
527,PRICEWATERHOUSECOOPERS PLT-JOHOR,,Accountancy/Financial,03217314690321731188
528,PRINCE OF WALES ISLAND INTERNATIONAL SCHOOL,https://www.powiis.edu.my,Education/Training,048689999
529,PRIORITY BONDED WAREHOUSE SDN BHD,www.mttgroup.com.my,Port/Logistics,046445860
530,PROBIOCARE SDN BHD,www.lactogg.com,Pharmaceutical/Medical,0320111223
531,PROCACIA INDUSTRIES SDN BHD,www.procacia.com,Food/Beverages,067339809067339813
532,PROCTER & GAMBLE (MALAYSIA) SDN BHD,www.pg.com,Pharmaceutical/Medical,0377243333
533,PROGRESSIVE INSURANCE BHD,www.progressiveinsurance.com.my,Banking/Insurance,088244216
534,PT TECHNIC (M) SDN BHD,,Construction/Engineering,0358791318
535,PTTEP HK OFFSHORE LIMITED,www.pttep.com,Oil/Gas/Petrochemicals,0321786418
536,PUBLIC BANK BERHAD,www.publicbank.com.my,Banking/Insurance,0321638000
537,PULLMAN PUTRAJAYA LAKESIDE (Idaman Putrajaya Sdn Bhd),www.pullmanputrajaya.com,Hotels/Tourism,0388900000
538,QBE INSURANCE (MALAYSIA) BERHAD,www.qbe.com.my,Banking/Insurance,0378618400
539,QBE INSURANCE (MALAYSIA) BHD – SEBERANG JAYA,www.qbe.com.my,Banking/Insurance,043838222
540,QUANTUM WATER HEATERS SDN BHD,www.ecogen.com.my,Machinery/Equipment,043806333
541,QUEST INTERNATIONAL UNIVERSITY PERAK,www.qiup.edu.my,Education/Training,052490500
542,QUILL INTERIOR HOLDINGS SDN BHD,www.quill.com.my,Property/RealEstate,0379476333
543,R. E. ROGERS (MALAYSIA) SDN BHD,www.rerkul.com.my,Port/Logistics,0355108611
544,RAINBOW STAINED GLASS,www.rainbowsg.com,Non-MetallicManufactures,0137737244
545,RAM HOLDINGS BERHAD,www.ram.com.my,Others(Unspecified),0376281000
546,RANHILL POWERTRON SDN BHD,,Energy/Utilities,088496330
547,RAPISCAN SYSTEMS SDN BHD,www.rapiscansystems.com,Machinery/Equipment,075547770
548,RAS BROTHERS HOLDINGS SDN BHD,,Oil/Gas/Petrochemicals,0362117636
549,RCI LIME SDN BHD,www.rci.com.my,Chemicals/Minerals,053593188
550,RECRON (MALAYSIA) SDN BHD,www.ril.com,Textiles/Garments,0320316000
551,REGENCY SPECIALIST HOSPITAL SDN BHD,www.regencyspecialist.com,Pharmaceutical/Medical,073817700
552,REGUS MANAGEMENT MALAYSIA SDN BHD,www.regus.com.my,Consultancy/BusinessSvcs,0322987196
553,RENUNG JERAS SDN BHD,,Agriculture/Plantations,088236828
554,REPSOL OIL & GAS MALAYSIA (PM3) Limited – SABAH,www.talisman-energy.com,Oil/Gas/Petrochemicals,088487970
555,REPSOL OIL & GAS MALAYSIA LIMITED,www.repsol.com,Oil/Gas/Petrochemicals,0320552888
556,REVERTEX (MALAYSIA) SDN BHD,www.revertex.com.my,Chemicals/Minerals,077731000
557,RHB BANK BERHAD,www.rhbgroup.com,Banking/Insurance,0392807155
558,RIECKERMANN (MALAYSIA) SDN BHD,www.rieckermann.com,Machinery/Equipment,0376609239
559,ROBERT BOSCH (MALAYSIA) SDN BHD,www.bosch.com.my,Automotive,046382261
560,ROBIN CAPITAL SDN BHD,www.robincapital.com,Education/Training,0166647314
561,ROC OIL (SARAWAK) SDN BHD,www.rocoil.com.au,Oil/Gas/Petrochemicals,0327872200
562,ROHAS-EUCO INDUSTRIES BHD,www.rohaseuco.com,Metal Manufactures,0321633900
563,ROMANIA,,Embassy,0321482065
564,RUSSIA,www.malaysia.mid.ru,Embassy,0342560009
565,RUTHERFORD GLOBAL POWER PRODUCTION SDN BHD,www.rutherford.com,Electrical/Electronics,075090668
566,S.B.S.K PLANTATIONS SDN BHD,sbskgroup.com,Agriculture/Plantations,
567,SABAH AIR AVIATION SDN BHD,www.sabahair.com.my,Transport,088484285
568,SABAH DEVELOPMENT BANK BERHAD,www.sabahdevbank.com,Banking/Insurance,088232177
569,SABAH ECONOMIC DEVELOPMENT CORPORATION (SEDCO),www.sabah.gov.my/sedco,Property/RealEstate,088266777
570,SABAH ELECTRICITY SDN BHD,www.sesb.com.my,Energy/Utilities,088282444
571,SABAH ENERGY CORPORATION SDN BHD,www.sabahenergycorp.com,Energy/Utilities,088311373
572,SABAH FOREST INDUSTRIES SDN BHD,,Non-MetallicManufactures,087801018087801393
573,SABAH INTERNATIONAL DAIRIES SDN BHD,,Food/Beverages,088421922088421925
574,SABAH PORTS AUTHORITY,www.lpps.sabah.gov.my/,Consultancy/BusinessSvcs,088538400
575,SABAH SHELL PETROLEUM COMPANY LIMITED,,Oil/Gas/Petrochemicals,088535353
576,SABAH URBAN DEVELOPMENT CORPORATION SDN BHD,www.sudc.com.my,Construction/Engineering,088239145088239146
577,SAFFRON INTEGRATED MARKETING SDN BHD,tokguru.net,Food/Beverages,0355188404
578,SAGAJUTA (SABAH) SDN BHD,www.iborneo.com,Property/RealEstate,088488988
579,SAGAMI MANUFACTURERS SDN BHD,,Non-MetallicManufactures,053669018
580,SAINT-GOBAIN CONSTRUCTION PRODUCTS (MALAYSIA) SDN BHD,www.gyprocmalaysia.com,Non-MetallicManufactures,0331695588
581,SALIENT OUTCOMES,,Consultancy/BusinessSvcs,0123992403
582,SANKYU (MALAYSIA) SDN BHD,www.sankyu.com.my,Transport,0377813911
583,SANTA FE RELOCATION SERVICES SDN BHD,www.santaferelo.com,Others(Unspecified),0378054322
584,SAPURA EXPLORATION AND PRODUCTION (SARAWAK) INC.,http://sapuraenergy.com,Oil/Gas/Petrochemicals,0320901888
585,SARAFIAH NATURAL RESOURCES SDN BHD,www.sarafiahoil.com.my,Food/Beverages,03310128300331013830
586,Sarawak Chamber of Commerce & Industry,,Others(Unspecified),
587,SARAWAK SHELL BERHAD,www.shell.com,Oil/Gas/Petrochemicals,085454600
588,SAUDI ARABIA,www.mofa.gov.sa,Embassy,0342579825
589,SAWIT KINABALU GROUP,,Agriculture/Plantations,088235811
590,SBC CORPORATION BERHAD,www.sbcgroup.com.my,Consultancy/BusinessSvcs,088266336
591,Scenic Kinabalu Sdn Bhd,,Trading(Import/Export),088246404
592,SCHAEFER SYSTEMS INTERNATIONAL SDN BHD,www.ssi-schaefer.sg,Metal Manufactures,077557451
593,SCHENKER LOGISTICS (MALAYSIA) SDN BHD,www.dbschenker.com.my,Port/Logistics,0379497888
594,SCHENKER LOGISTICS (MALAYSIA) SDN BHD – JOHOR,www.dbschenker.com.my,Port/Logistics,075602188
595,SCHENKER LOGISTICS (MALAYSIA) SDN BHD – MALACCA,www.dbschenker.com.my,Port/Logistics,063163658063163428
596,SCHENKER LOGISTICS (MALAYSIA) SDN BHD – PENANG,www.dbschenker.com.my,Port/Logistics,046441795046517000
597,SCHMIDT BIOMEDTECH SDN BHD,www.schmidtbmt.com,Pharmaceutical/Medical,0379577122
598,SCHNEIDER ELECTRIC (MALAYSIA) SDN BHD,www.schneider-electric.com.my,Electrical/Electronics,0378836333
599,SEE SONG & SONS SDN BHD,,Construction/Engineering,
600,SEGAMAT PANEL BOARDS SDN BHD,www.spb.com.my,Rubber/WoodProducts,079279989
601,SEGI COLLEGE (PG) SDN BHD,www.segi.edu.my,Education/Training,042633888
602,SERI ALAM PROPERTIES SDN BHD,http://www.umland.com.my,Property/RealEstate,073881111
603,SGS (MALAYSIA) SDN BHD,www.sgs.com,Consultancy/BusinessSvcs,0320959200
604,SHAMROCK PRECISION (M) SDN BHD,www.shamrockprecision.com.my,Metal Manufactures,075909069
605,SHANG-RI LAÍS RASA SAYANG RESORT & SPA,www.Shangri-La.com,Hotels/Tourism,048888888
606,SHANGRI-LA’S GOLDEN SANDS RESORT,www.Shangri-La.com,Hotels/Tourism,048861911
607,SHANGRI-LA’S RASA RIA RESORT,www.Shangri-La.com,Hotels/Tourism,088792888
608,SHANGRI-LAÍS TANJUNG ARU RESORT & SPA,www.shangri-la.com/tanjungaru,Hotels/Tourism,088327888
609,SHEARN DELAMORE & CO,www.shearndelamore.com,Legal,0320272727
610,SHELL MALAYSIA TRADING SDN BHD,www.shell.com,Oil/Gas/Petrochemicals,0323852888
611,SHELL MALAYSIA TRADING SDN BHD – PENANG,www.shell.com.my,Oil/Gas/Petrochemicals,043315111
612,SHELL TIMUR SDN BHD,,Oil/Gas/Petrochemicals,088535353
613,SHH OIL MILL SDN BHD,,Non-MetallicManufactures,03325012100332593944
614,SHIMANO COMPONENTS (MALAYSIA) SDN BHD,,Others(Unspecified),076991599
615,SIAM CONNECTION SDN BHD,www.siam-connection.com,Consultancy/BusinessSvcs,0379605055
616,SIBELCO MALAYSIA SDN BHD,www.sibelcomalaysia.com,Non-MetallicManufactures,0361442000
617,SICPA PRODUCT SECURITY SDN BHD,www.sicpa.com,Others(Unspecified),0386862525
618,SIDICK GENERAL TRADING (M) SDN BHD,www.sidickgeneraltrading.com,Retail/Wholesale,0321660672
619,SIEMENS MALAYSIA SDN BHD,www.siemens.com.my,Electrical/Electronics,0379525555
620,SIKA KIMIA SDN BHD,www.sika.com,Chemicals/Minerals,067991762
621,SIME DARBY BERHAD (PREMIER MEMBER),www.simedarby.com,Consultancy/BusinessSvcs,60376232000
622,SIME DARBY PLANTATION BERHAD (COMPLIMENTARY),www.simedarby.com,Consultancy/BusinessSvcs,0326914122
623,SINAR PEMBANGUNAN SDN BHD,www.sinarpembangunan.com.my,Property/RealEstate,088254725
624,SINCO AUTOMASI SDN BHD,www.sincoautomasi.com,Electrical/Electronics,072552898
625,SINGAPORE,www.mfa.gov.sg/kl/,Embassy,0321616277
626,SINGAPORE INSTITUTE OF MATERIALS MANAGEMENT **(INTL),www.simm.org.sg,Education/Training,006566531233
627,SINGAPORE TOURISM BOARD MALAYSIA (REPRESENTATIVE OFFICE),www.yoursingapore.com,Hotels/Tourism,0321427133
628,SIPADAN-MABUL RESORT (SABAH) SDN BHD,www.sipadanmabulresort.com,Hotels/Tourism,088486389
629,SKRINE,www.skrine.com,Legal,0320813999
630,SKYBUS VENTURES SDN BHD,www.skybus.com.my,Transport,0362012742
631,SMART READER WORLDWIDE SDN BHD,www.smartreader.edu.my,Education/Training,1300885555
632,SMARTECH INTERNATIONAL SDN BHD,www.smart-hvac.com.my,Machinery/Equipment,0377851388
633,SMC HEALTHCARE SDN BHD,www.sabah.org.my/smc,Pharmaceutical/Medical,088211333
634,SMJ TERATAI SDN BHD,,Consultancy/BusinessSvcs,072448651
635,SMRT HOLDINGS BERHAD,,Consultancy/BusinessSvcs,0322799199
636,SMX GLOBAL SDN BHD,,Trading(Import/Export),0362118862
637,SONGS TRINITY SOLUTIONS SDN BHD,,Others(Unspecified),0342928419
638,SONY EMCS (MALAYSIA) SDN BHD,www.sony.com,Electrical/Electronics,0389257887
639,SONY EMCS (MALAYSIA) SDN BHD – PENANG,,Electrical/Electronics,043836000
640,SOUTH AFRICA,,Embassy,0321688663
641,SOUTH KOREA,,Embassy,0342512336
642,SOUTHERN PLASTIC PRODUCTS SDN BHD,www.sppsb.com.my,Non-MetallicManufactures,043561009
643,SPAIN,,Embassy,0321487300
644,SPHERE EXHIBITS MALAYSIA SDN BHD,www.sphereexhibits.com.my,Others(Unspecified),0379891133
645,SREE KNOWLEDGE PROVIDER SDN BHD,www.skp.my,Education/Training,0378064661
646,SRI LANKA,www.slhc.com.my,Embassy,0342568987
647,ST JUDE MEDICAL OPERATIONS (M) SDN BHD,www.sjm.com,Pharmaceutical/Medical,048101000
648,STANDARD CHARTERED BANK MALAYSIA BERHAD – MIRI,www.standardchartered.com.my,Banking/Insurance,085434944
649,STANDARD CHARTERED BANK MALAYSIA BERHAD (COMPLIMENTARY),www.standardchartered.com.my,Banking/Insurance,0321177563
650,STAUFF SOUTH EAST ASIA SDN BHD,www.stauff.com,Machinery/Equipment,0380246168
651,STERIL AIRE MALAYSIA SDN BHD,www.steril-aire.com,Energy/Utilities,045015200
652,STMICROELECTRONICS SDN BHD,,Metal Manufactures,069566000069521801
653,STRAITS ESTATES SDN BHD,,Others(Unspecified),042263016
654,STRAITS INTERACTIVE SDN BHD,www.straitsinteractive.com,Consultancy/BusinessSvcs,0355182878
655,STRATEL (MALAYSIA) SDN BHD,www.stratel.com.my,Trading(Import/Export),0361571848
656,STRATEQ SYSTEMS SDN BHD,www.strateqgrp.com,ICT/Communications,0464635480376281600
657,SULOMAS SDN BHD,www.sulomas.com.my,Metal Manufactures,0389640666
658,SUN PHARMACEUTICAL SDN BHD,www.sunpharma.com.my,Pharmaceutical/Medical,0327302000
659,SUN VICTORY SDN BHD,kualalumpurmontkiara.house.hyatt.com,Hotels/Tourism,0364198688
660,SUNWAY BERHAD,www.sunway. com.my,Consultancy/BusinessSvcs,0356398889
661,SUNWAY HOTEL SEBERANG JAYA,www.sunwayhotels.com,Hotels/Tourism,043707788
662,SURIA CAPITAL HOLDINGS BERHAD,www.suriagroup.com.my,Consultancy/BusinessSvcs,088257788088256707
663,SURIA INFINITI SDN BHD,,Energy/Utilities,0361435899
664,SUTERA HARBOUR RESORT – SABAH,www.suteraharbour.com,Hotels/Tourism,088308001
665,SWEDEN,www.swedenabroad.com,Embassy,0320522550
666,SWITZERLAND,,Embassy,0321480622
667,SYNGENTA CROP PROTECTION SDN BHD,www.syngenta.com,Chemicals/Minerals,035510987855106878
668,T.A.G MARINE SDN BHD,www.tag-marine.com,Port/Logistics,0355100770
669,TAKASO RUBBER PRODUCTS SDN BHD,www.takaso.com,Rubber/WoodProducts,069510988
670,TANJONG JARA RESORT SDN BHD,www.tanjongjararesort.com,Hotels/Tourism,098451100
671,TAR PH SDN BHD (HOTEL JEN),www.hoteljen.com,Hotels/Tourism,075608888
672,TASCO BERHAD,www.tasco.com.my,Transport,0351018888
673,TASPACK INDUSTRIAL SDN BHD,www.taspackprinting.com.my,Others(Unspecified),078619555
674,TAT HONG PLANT HIRE SDN BHD,www.tathong.com,Machinery/Equipment,0380664688
675,TAY & PARTNERS,www.taypartners.com.my,Legal,0320501888
676,TAY & PARTNERS JOHOR BAHRU OFFICE,www.taypartners.com.my,Legal,073316136
677,TAYLOR’S COLLEGE SDN BHD,www.taylors.edu.my,Education/Training,0356362641
678,TECH-RENTALS (M) SDN BHD,www.techrentals.com.my,Electrical/Electronics,0356141135
679,TEE IP SDN BHD,www.teeip.com,Consultancy/BusinessSvcs,0391712716
680,TEKITAL SDN BHD,greenparkingtekital.com,Others(Unspecified),0342566121
681,TEKNION FURNITURE SYSTEMS (MALAYSIA) SDN BHD,www.teknion.com,Metal Manufactures,0333424345
682,TELE SYSTEM ELECTRONIC (M) SDN BHD,,Electrical/Electronics,0361574990
683,TELEKOM MALAYSIA BERHAD,www.tm.com.my,ICT/Communications,0322401151
684,TENBY SOUTHERN SDN BHD,www.tenby.edu.my,Education/Training,075588812
685,TENTU TEGUH SDN BHD,www.umland.com.my,Property/RealEstate,0320368188
686,TESCO STORES (MALAYSIA) SDN BHD,www.tesco.com.my,Retail/Wholesale,0362875997
687,TETRAMASS AD COMMUNICATIONS SDN BHD,,Media/Advertising,0380232371
688,TEXAS INSTRUMENTS MALAYSIA SDN BHD,www.ti.com,Electrical/Electronics,0342643333
689,TEXMAC SDN BHD,www.unitex.com.sg,Machinery/Equipment,076608525
690,THAILAND,www.thaiembassy.org/kualalumpur,Embassy,0321424601
691,THE ALICE SMITH SCHOOL,alice-smith.edu.my,Education/Training,0395433688
692,THE BANK OF NOVA SCOTIA BERHAD,www.scotiabank.com.my,Banking/Insurance,0320523600
693,THE INTERNATIONAL SCHOOL @ PARKCITY,www.isp.edu.my,Education/Training,0362808880
694,THE INTERNATIONAL SCHOOL OF KUALA LUMPUR,www.iskl.edu.m,Education/Training,6034813500060348135100
695,THE MALAYSIAN CHAMBER OF COMMERCE (HONG KONG & MACAU) LTD ** (INTL),www.mcchkm.com,Consultancy/BusinessSvcs,85229978668
696,THE PUTERI PACIFIC JOHOR BAHRU HOTEL,www.puteripacific.com,Hotels/Tourism,072199999
697,THE ST CHRISTOPHER’S SCHOOL ASSOCIATION,www.scips.org.my,Education/Training,042263589
698,THINK CITY SDN BHD,www.thinkcity.com.my,Others(Unspecified),043136601
699,THISTLE JOHOR BAHRU,www.thistle.com.my,Hotels/Tourism,072229234
700,THOMSON REUTERS MALAYSIA SDN BHD,www.sweetandmaxwellasia.com.my,Legal,0351153000
701,THUMBPRINTS UTD HOLDING SDN BHD,www.thumbprints.com.my,Media/Advertising,0360929809
702,TIA & NOORDIN,www.tiaandnoordin.com,Legal,073516688
703,TIARA LABUAN HOTEL SDN BHD,www.tiaralabuan.com,Hotels/Tourism,087414300
704,TOMEI GOLD & JEWELLERY HOLDINGS (M) SDN BHD,www.tomei.com.my,Metal Manufactures,0377848136
705,TOP GLOVE SDN BHD,www.topglove.com,Rubber/WoodProducts,0333921992
706,TOP GLOVE SDN BHD – PERAK,www.topglove.com,Rubber/WoodProducts,055466360
707,TOP RANGE HOLDINGS SDN BHD,,Machinery/Equipment,0356382522
708,TOR MINERALS (M) SDN BHD,www.torminerals.com,Chemicals/Minerals,053223536
709,TOTAL E & P MALAYSIA,,Oil/Gas/Petrochemicals,0321729000
710,TOTAL IFM SDN BHD,www.tofm.com.my,Consultancy/BusinessSvcs,052921308052921309
711,TOWERS WATSON (M) SDN BHD,www.willistowerswatson.com,Consultancy/BusinessSvcs,0323816700
712,TOYOPLAS MANUFACTURING (MALAYSIA) SDN BHD,www.toyoplas.net,Non-MetallicManufactures,078673108
713,TPM TECHNOPARK SDN BHD,www.tpmtechnopark.com.my,Construction/Engineering,072226922
714,TRANSECURE SOLUTIONS SDN BHD,www.transnational-grp.com,Consultancy/BusinessSvcs,0322732829
715,TRANSTRADE SDN BHD,,Energy/Utilities,
716,TRC GLOBAL SDN BHD,www.taprobaneresources.com,Food/Beverages,0383226761
717,TRISTAR GLOBAL SDN BHD,www.tristarglobal.com.m,Agriculture/Plantations,6037958716679588166
718,TROPICAL SPICE GARDEN SDN BHD,www.tropicalspicegarden.com,Others(Unspecified),048811797
719,TROPICAL TIMBER MARKETING SDN BHD,,Trading(Import/Export),084333211
720,TROPICAL WEALTH SDN BHD,www.asianseniormasters.com,Others(Unspecified),0264699760
721,TROWERS & HAMLINS LLP,www.trowers.com,Legal,0327146200
722,TURKEY,http://kualalumpur.emb.mfa.gov.tr/,Embassy,0342572114
723,TURNER & TOWNSEND SDN BHD,www.turnerandtownsend.com,Consultancy/BusinessSvcs,0322741100
724,UAC BERHAD,www.uac.com.my,Non-MetallicManufactures,0377219393
725,UACJ FOIL MALAYSIA SDN BHD,http://ufo.uacj-group.com,Metal Manufactures,072541901
726,UEM SUNRISE BERHAD,www.silcnusajaya.com,Property/RealEstate,072773700
727,UFS RESOURCES (M) SDN BHD,www.ufsupply.com,Trading(Import/Export),0380819538
728,UHEALTH SDN BHD,www.fieldman.asia,Pharmaceutical/Medical,042288135
729,UKRAINE,,Embassy,0321669552
730,UNIFUJI SDN BHD,,Agriculture/Plantations,056411411
731,UNITATA BERHAD,,Agriculture/Plantations,056411511
732,UNITED ARAB EMIRATES,,Embassy,0342535221
733,UNITED CERTIFICATION SERVICES SDN BHD,www.unicert.co.uk,Consultancy/BusinessSvcs,0327121237
734,UNITED INTERPACK INDUSTRIAL SDN BHD,,Trading(Import/Export),0126836474
735,UNITED OVERSEAS BANK (MALAYSIA) BHD,www.uob.com.my,Banking/Insurance,0327726616
736,UNITED OVERSEAS BANK (MALAYSIA) BHD – PENANG,www.uob.com.my,Banking/Insurance,042588138
737,UNITED STATES OF AMERICA,https://my.usembassy.gov/,Embassy,0321685000
738,UNIVERSITI KEBANGSAAN MALAYSIA,www.ukm.my,Education/Training,0389214529
739,UNIVERSITI MALAYSIA PAHANG,http://gacc.ump.edu.my,Education/Training,094245995
740,UNIVERSITY OF MALAYA (UM),www.um.edu.my,Education/Training,0379677351
741,URUGUAY,,Embassy,0320313669
742,USAHA TEGAS SDN BHD,,Consultancy/BusinessSvcs,0323806688
743,VALE MALAYSIA MINERALS SDN BHD,www.valemalaysia.com,Chemicals/Minerals,056909632056909500
744,VASTIQ SOLUTIONS SDN BHD,,Construction/Engineering,
745,VAT MANUFACTURING MALAYSIA SDN BHD,http://www.vatvalve.com,Machinery/Equipment,045038888
746,VERMI INDUSTRIES SDN BHD,www.vermi.com.my,Food/Beverages,076521619
747,VESCO-MTO (M) SDN BHD,www.vescomto.com.my,Port/Logistics,0380515174
748,VIETNAM,,Embassy,0321484858
749,VISTRA CORPORATE SERVICES (MALAYSIA) SDN BHD,www.vistra.com,Consultancy/BusinessSvcs,072676100
750,VRM BIOLOGIK SDN BHD,www.vrm.co.au,Others(Unspecified),043806332
751,VS INDUSTRY BERHAD,www.vs-i.com,Electrical/Electronics,075993303
752,W R GRACE SPECIALTY CHEMICALS (M) SDN BHD,www.grace.com,Chemicals/Minerals,095847788
753,WAH TUNG SHIPPING CO SDN BHD,www.wahtunggroup.com,Transport,085419733
754,WAHCHIN SDN BHD,,Hotels/Tourism,052406888
755,WARISAN HARTA SABAH SDN BHD,www.warisanharta.com.my,Consultancy/BusinessSvcs,088264000
756,WATANABE METAL INDUSTRIES SDN BHD,,Machinery/Equipment,053661122
757,WB LAND SDN BHD,www.wbland.my,Property/RealEstate,073341172
758,WEIL RESOURCES SDN BHD,www.weilhotel.com,Hotels/Tourism,052082228
759,WESTERN DIGITAL (MALAYSIA) SDN BHD,www.wdc.com,Electrical/Electronics,0376825740
760,WHYTEHOUSE EDUCATION GROUP SDN BHD,,Education/Training,046111285
761,WM PROPERTY MANAGEMENT SDN BHD,www.wahmie.com,Property/RealEstate,088252177
762,WONDERFUL HORIZON SDN BHD,,Agriculture/Plantations,095661931
763,WONG & PARTNERS,www.wongpartners.com,Legal,0322987888
764,WPP MARKETING COMMUNICATIONS (MALAYSIA) SDN BHD,www.ogilvy.com,Media/Advertising,0327188284
765,WSJ INTERNATIONAL SDN BHD,,Trading(Import/Export),0379541118
766,YAMAHA ELECTRONICS MANUFACTURING (M) SDN BHD,www.yamaha.com,Electrical/Electronics,052912111
767,YB IT SDN BHD,,ICT/Communications,0321818611
768,ZENITH MEDIA SDN BHD,www.zenithmalaysia.com,Media/Advertising,0322991212
769,ZERIN PROPERTIES,www.zerinproperties.com,Property/RealEstate,0320922008
